original_invoice_id,extraction_status,error_message,extracted_number,extracted_po_number,extracted_amount,extracted_tax_amount,extracted_currency_code,extracted_date,extracted_due_date,extracted_payment_term_days,extracted_vendor,extracted_line_items
20797614,success,NA,136915,243490,9708.0,1618.0,GBP,2023-10-31,NA,NA,SAVILLE PRODUCTS LIMITED,"[{""description"": ""3/16 Cupro Nickel Tubing 90/10"", ""quantity"": 1000.0, ""unit_price"": 8.09, ""total"": 8090.0}]"
19948368,success,NA,9993043542,12882569,6854.4,1142.4,GBP,2021-02-25,2021-03-31,34,Akzo Nobel Coatings Limited,"[{""description"": ""Sikkens Autoclear 2.0 Hardener 2,5L"", ""quantity"": 64.0, ""unit_price"": 89.25, ""total"": 5712.0}]"
20797206,success,NA,NLEI767209,NA,240.0,40.0,GBP,2023-10-31,2023-11-30,30,Navico Logistics Europe BV,"[{""description"": ""New ACTIVEIMAGING 3-IN-1 TRANSDUCER"", ""quantity"": 1.0, ""unit_price"": 200.0, ""total"": 200.0}]"
13868222,success,NA,A8040233228,MO112410,162.6,27.1,GBP,2018-03-21,2018-04-20,30,ATS Euromaster Limited,"[{""description"": ""DRIVERS NAME C PATCH WORK SHEET NO 28539684 195/65HR15 TIGAR HP TL LABELLING INFO* : C/C/2/71"", ""quantity"": 3.0, ""unit_price"": 38.5, ""total"": 115.5}, {""description"": ""WHEEL BALANCE-CAR(A)"", ""quantity"": 3.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""SCRAP DISPOSAL CAR VAN 4X4"", ""quantity"": 3.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""WHEEL ALIGN - POWER STEERING"", ""quantity"": 1.0, ""unit_price"": 20.0, ""total"": 20.0}, {""description"": ""TUBELESS VALVE FITTED - CAR REASON FOR REPLACEMENT WORN URP POSITION ON VEHICLE FRONTS 2 - NO 1 - YES"", ""quantity"": 3.0, ""unit_price"": 0.0, ""total"": 0.0}]"
19785709,success,NA,0003/00630677,NA,93.96,15.66,GBP,2020-08-25,NA,NA,Nova Leisure,"[{""description"": ""BRINK FLANGED BALL TOWBAR (2 HOLE) B560100"", ""quantity"": 1.0, ""unit_price"": 78.3, ""total"": 78.3}]"
20160947,success,NA,160025286,NA,13.7,2.28,GBP,2021-10-21,2021-12-31,NA,Tool Connection Ltd,"[{""description"": ""Difficult Access Funnel"", ""quantity"": 1.0, ""unit_price"": 1.14, ""total"": 1.14}, {""description"": ""Hose Clamp Set 2pc"", ""quantity"": 1.0, ""unit_price"": 4.04, ""total"": 4.04}, {""description"": ""Impact Adaptor 3/4\""D to 1\""D"", ""quantity"": 1.0, ""unit_price"": 6.24, ""total"": 6.24}]"
14339750,error,Could not download PDF from URL for 11012019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14956051,error,Could not download PDF from URL for 15042020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14771802,success,NA,EEC804814,NA,247.06,41.18,GBP,2019-11-11,2020-01-10,60,European Exhaust & Catalyst Ltd,"[{""description"": ""KIT22: CLIO 2.0 182 SPORT"", ""quantity"": 1.0, ""unit_price"": 33.95, ""total"": 33.95}, {""description"": ""KIT203: POLO 1.4 8V AUD 99-"", ""quantity"": 1.0, ""unit_price"": 47.73, ""total"": 47.73}, {""description"": ""KIT668: KIA SPORTAGE 2.0 CRDi CAT"", ""quantity"": 1.0, ""unit_price"": 124.2, ""total"": 124.2}]"
14011168,success,NA,31820933,NA,4154.26,NA,EUR,2018-06-14,2018-09-13,91,H&R Spezialfedern GmbH & Co.KG,"[{""description"": ""KONI shock absorber BMW M3 E46"", ""quantity"": 1.0, ""unit_price"": 204.7, ""total"": 133.05}, {""description"": ""KONI shock absorber BMW M3 E46"", ""quantity"": 1.0, ""unit_price"": 204.7, ""total"": 133.05}, {""description"": ""KONI shock absorber BMW M3 E46"", ""quantity"": 2.0, ""unit_price"": 144.72, ""total"": 188.14}, {""description"": ""Automotive spring set for Audi RS4Type: B"", ""quantity"": 1.0, ""unit_price"": 272.5, ""total"": 109.0}, {""description"": ""automotive spring set for Toyota Celica T"", ""quantity"": 1.0, ""unit_price"": 216.18, ""total"": 86.47}, {""description"": ""automotive spring set for Kia Sportage 2WD"", ""quantity"": 1.0, ""unit_price"": 187.01, ""total"": 74.8}, {""description"": ""automotive wheel spacer DRS-System 20"", ""quantity"": 1.0, ""unit_price"": 88.7, ""total"": 44.35}, {""description"": ""DR-System 30/30 mm 112/5, 57,1 mm"", ""quantity"": 1.0, ""unit_price"": 206.76, ""total"": 103.38}, {""description"": ""automotive wheel spacer DR-System 20"", ""quantity"": 20.0, ""unit_price"": 73.84, ""total"": 738.4}, {""description"": ""automotive wheel spacer DR-System 24"", ""quantity"": 25.0, ""unit_price"": 79.15, ""total"": 989.37}, {""description"": ""automotive wheel spacer DR-System 20"", ""quantity"": 25.0, ""unit_price"": 73.84, ""total"": 923.0}, {""description"": ""automotive wheel spacer DR-System 20"", ""quantity"": 10.0, ""unit_price"": 73.84, ""total"": 369.2}, {""description"": ""35-4866500-1/1"", ""quantity"": 1.0, ""unit_price"": 117.22, ""total"": 82.05}]"
14195232,error,Could not download PDF from URL for 02102018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14682952,error,Could not download PDF from URL for 10092019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13971649,error,Could not download PDF from URL for 27052018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14958035,success,NA,627354,248447/T2,741.6,123.6,GBP,2020-04-15,2020-05-15,30,Tomo Parts Ltd,"[{""description"": ""INJECTOR ASSY FC"", ""quantity"": 9.0, ""unit_price"": 21.0, ""total"": 189.0}, {""description"": ""INJECTOR ASSY FC"", ""quantity"": 22.0, ""unit_price"": 19.5, ""total"": 429.0}, {""description"": ""You were served by Dean"", ""quantity"": 0.0, ""unit_price"": 0.0, ""total"": 0.0}]"
20660842,success,NA,PINV574761,SO0903386,81.0,13.5,GBP,2022-12-16,NA,NA,In 'n' Out Centres Limited,"[{""description"": ""REPAIRS REPLACE REAR DISCS AND PADS AUTHORITY..M0293858"", ""quantity"": 1.5, ""unit_price"": 45.0, ""total"": 67.5}]"
13785424,success,NA,0001/00067875,77298,251.28,41.88,GBP,2018-02-06,2018-04-07,NA,Saxon,"[{""description"": ""SAKURA EU TRAVEL KIT SS5199"", ""quantity"": 15.0, ""unit_price"": 13.96, ""total"": 209.4}]"
14609853,error,Could not download PDF from URL for 17072019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21257874,success,NA,283395755,259818,218.72,36.45,GBP,2025-03-25,2025-05-09,45,KNORR-BREMSE,"[{""description"": ""Spring Brake (Disc)"", ""quantity"": 1.0, ""unit_price"": 343.91, ""total"": 343.91}]"
20011725,success,NA,36672496,207246,32.4,5.4,GBP,2021-05-06,2021-07-05,60,BORN-BRANDS International,"[{""description"": ""AMTECH 3pc 1/4\"" DRIVE EXTENSION BAR SET"", ""quantity"": 6.0, ""unit_price"": 3.0, ""total"": 18.0}, {""description"": ""AMTECH 3pc 1/4\"" DRIVE EXTENSION BAR SET"", ""quantity"": 3.0, ""unit_price"": 3.0, ""total"": 9.0}]"
13972285,error,Could not download PDF from URL for 25052018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13977203,error,Could not download PDF from URL for 30052018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16213016,error,Could not download PDF from URL for 07082020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14485435,error,Could not download PDF from URL for 23042019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20105599,error,Could not download PDF from URL for 23082021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20713239,success,NA,741413,238830 T2,1700.28,283.38,GBP,2023-07-19,2023-08-18,30,Tomo Motorparts,"[{""description"": ""DISC - BRAKE KW"", ""quantity"": 30.0, ""unit_price"": 47.23, ""total"": 1416.9}, {""description"": ""Special Order"", ""quantity"": 0.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""You were served by Sonny"", ""quantity"": 0.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14432654,error,Could not download PDF from URL for 15032019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14332817,success,NA,SL05404195INV,NA,30.91,5.15,GBP,2019-01-03,2019-02-28,NA,NORTHGATE Vehicle Hire,"[{""description"": ""OPTION (TELEMATICS CONTROL PLUS CAMERAS (DAILY)) (28 DAYS) @ \u00a30.92 PER DAY)"", ""quantity"": 28.0, ""unit_price"": 0.92, ""total"": 25.76}]"
19822212,success,NA,5778985,259898,3270.24,545.04,GBP,2020-11-02,2021-05-02,NA,Ring Automotive Limited,"[{""description"": ""N501S 5W 12V W2.1X9.5D FS1"", ""quantity"": 11900.0, ""unit_price"": 0.12, ""total"": 1713.6}, {""description"": ""64210CBI-HCB 55W 12V PX26D HC82BOX"", ""quantity"": 135.0, ""unit_price"": 7.02, ""total"": 1137.24}, {""description"": ""9005 60W 12V P20D FS1"", ""quantity"": 100.0, ""unit_price"": 2.39, ""total"": 286.8}, {""description"": ""N241 21W 24V BA15S UNV1"", ""quantity"": 650.0, ""unit_price"": 0.17, ""total"": 132.6}]"
14280481,error,Could not download PDF from URL for INSURANCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20339082,success,NA,5449236708,NA,90.0,0.0,GBP,2022-05-11,2022-06-25,45,Maersk Logistics and Services UK Ltd,"[{""description"": ""Detention Fee - Import"", ""quantity"": 2.0, ""unit_price"": 45.0, ""total"": 90.0}]"
20762286,success,NA,93165439,986813,410.52,68.42,GBP,2023-09-20,2023-10-31,NA,Reliance Worldwide Corporation (UK) Ltd,"[{""description"": ""PM011013E 10mmx3/8 Male Connec BSP"", ""quantity"": 250.0, ""unit_price"": 0.95, ""total"": 237.5}, {""description"": ""PEM0422W 22MM UNION CONNECTOR"", ""quantity"": 30.0, ""unit_price"": 2.21, ""total"": 66.3}, {""description"": ""15BPEX-25C 15MM X 25M COIL B-PEX PIPE"", ""quantity"": 1.0, ""unit_price"": 38.3, ""total"": 38.3}]"
13810324,error,Could not download PDF from URL for 16022018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21000901,error,Could not download PDF from URL for 16072024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14632778,error,Could not download PDF from URL for 01082019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14852152,error,Could not download PDF from URL for 21012020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13812890,error,Could not download PDF from URL for 20022018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21140542,success,NA,13011663,20090,255.6,42.6,GBP,2024-11-16,2024-11-15,NA,Alltruck Commercial Vehicle Repairs Ltd,"[{""description"": ""MA005 860 34 85 N/STOCK 103864/SEAT BELT"", ""quantity"": 1.0, ""unit_price"": 213.0, ""total"": 213.0}]"
14480632,success,NA,459 / 9001720,NA,35.0,0.0,GBP,2019-04-16,NA,NA,Halfords Autocentre,"[{""description"": ""MOT Test Class 4"", ""quantity"": 1.0, ""unit_price"": 35.0, ""total"": 35.0}]"
14791305,success,NA,UKF023598,31830,750.0,0.0,GBP,2019-11-22,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""GearboxSuzuki 1.0i 12V 5-SpeedK10B Gearbox# M60B Oem part 93196749/4711037"", ""quantity"": 1.0, ""unit_price"": 400.0, ""total"": 400.0}, {""description"": ""Deposit"", ""quantity"": 1.0, ""unit_price"": 350.0, ""total"": 350.0}]"
13872107,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14624446,success,NA,TAM/297106,NA,47.93,8.0,GBP,2019-10-25,NA,NA,C.E.F. (Tamworth),"[{""description"": ""negative nut:fifie straight connector"", ""quantity"": 10.0, ""unit_price"": 3.99, ""total"": 39.9}]"
19808935,success,NA,0000076093,258275 BO,271.92,45.32,GBP,2020-10-20,NA,60,Leoch Battery UK Ltd,"[{""description"": ""Leoch 12V 6Ah Motorcycle (YTX7A-FS) - 445770021"", ""quantity"": 20.0, ""unit_price"": 11.33, ""total"": 226.6}]"
14747238,success,NA,0000377022,23620,487.87,81.31,GBP,2019-10-22,NA,60,Freeman Automotive (UK) Ltd,"[{""description"": ""EBC YELLOWSTUFF BRAKE PADS"", ""quantity"": 12.0, ""unit_price"": 67.76, ""total"": 406.56}]"
13836485,success,NA,3690417875,T2PR/0007/CE2015/400,391.79,65.3,GBP,2018-02-22,2018-03-24,30,Linde Creighton Ltd,"[{""description"": ""DRIVE WHEEL"", ""quantity"": 1.0, ""unit_price"": 326.49, ""total"": 326.49}]"
20084324,success,NA,0003/00829058,736925,95.0,15.83,GBP,2021-07-28,NA,NA,Nova Leisure,"[{""description"": ""FORD TRANSIT CONNECT Box Body/MPV B586100"", ""quantity"": 1.0, ""unit_price"": 79.17, ""total"": 79.17}]"
14244736,success,NA,75501900,213395,278.15,46.36,GBP,2018-10-31,NA,NA,Tenneco Walker UK LTD,"[{""description"": ""FORD Tourneo / Transit"", ""quantity"": 1.0, ""unit_price"": 272.69, ""total"": 231.79}]"
14189666,error,Could not download PDF from URL for 28092018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20821950,error,Could not download PDF from URL for 30112023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13705822,error,Could not download PDF from URL for 071217010E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14475534,success,NA,13195635,31109,144.0,24.0,GBP,2019-04-06,NA,NA,Sturgess Land Rover,"[{""description"": ""N/STK NS MIRROR GLAS"", ""quantity"": 1.0, ""unit_price"": 90.0, ""total"": 90.0}, {""description"": ""N/STK NS REP LAMP"", ""quantity"": 1.0, ""unit_price"": 30.0, ""total"": 30.0}]"
14962258,success,NA,2257160665,NA,132.96,22.16,GBP,2020-04-24,2020-06-30,67,ROBERT BOSCH LTD.,"[{""description"": ""Injection Valve"", ""quantity"": 4.0, ""unit_price"": 25.2, ""total"": 100.8}, {""description"": ""Manual freight"", ""quantity"": 1.0, ""unit_price"": 10.0, ""total"": 10.0}]"
13863438,success,NA,527446,EURO27084,10.73,1.79,GBP,2018-03-21,NA,NA,nobisco limited,"[{""description"": ""STANDARD SAFETY BOOT SIZE 9"", ""quantity"": 1.0, ""unit_price"": 8.94, ""total"": 8.94}]"
20242911,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21273270,success,NA,2500658/S,21105,76.57,12.76,GBP,2025-04-02,2025-05-17,45,BINOTTO (U.K.) LTD,"[{""description"": ""BIN P.PACK 13 LTR PLASTIC TANK BINOTTO POWERPACK"", ""quantity"": 1.0, ""unit_price"": 63.81, ""total"": 63.81}]"
19961087,success,NA,4521110067,204473-WEB1654527,827.71,137.95,GBP,2021-03-10,2021-04-30,30,PPG Industries (U.K.) Ltd.,"[{""description"": ""EHS TURBO PLUS MIXING BASIC RED OXIDE"", ""quantity"": 2.0, ""unit_price"": 93.0, ""total"": 186.0}, {""description"": ""Organic yellow high coverage"", ""quantity"": 10.0, ""unit_price"": 35.98, ""total"": 359.8}, {""description"": ""BELremix NP 50 RED OXIDE"", ""quantity"": 4.0, ""unit_price"": 35.98, ""total"": 143.92}]"
14251800,success,NA,125086,NA,313.2,52.2,GBP,2018-11-05,2018-12-05,30,Elite Fire Protection Ltd,"[{""description"": ""Service visit charge"", ""quantity"": 1.0, ""unit_price"": 12.0, ""total"": 12.0}, {""description"": ""Fire Extinguisher Maintenance"", ""quantity"": 40.0, ""unit_price"": 3.5, ""total"": 140.0}, {""description"": ""Fire Blanket"", ""quantity"": 2.0, ""unit_price"": 0.5, ""total"": 1.0}, {""description"": ""Hose/Horn O - Ring"", ""quantity"": 37.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""Pressure Gauge Patch"", ""quantity"": 22.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""Head Cap 'O' Ring"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""6 Litre Foam Kit"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""Anti Tamper Tag"", ""quantity"": 42.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""6ltr Stored Pressure Foam Fire Extinguisher"", ""quantity"": 1.0, ""unit_price"": 36.0, ""total"": 36.0}, {""description"": ""6kg Stored Pressure Dry Powder Fire Extinguisher"", ""quantity"": 2.0, ""unit_price"": 36.0, ""total"": 72.0}, {""description"": ""Environmental disposal of condemned extinguisher unit"", ""quantity"": 3.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14949547,success,NA,119282002,NA,76.33,0.0,GBP,2020-03-12,NA,NA,Andrew Page,"[{""description"": ""IGNITION COIL - KIA PICANTO 1. 413900121 - IGNITION COIL"", ""quantity"": 1.0, ""unit_price"": 59.99, ""total"": 11.25}, {""description"": ""RPM SENSOR - BMW MINI N47D ENG INES 3PIN 419110860 - CRANKSHAFT POSITION SENSOR"", ""quantity"": 1.0, ""unit_price"": 38.32, ""total"": 15.97}, {""description"": ""CRANKSHAFT POSITION SENSOR - M 419220610 - CAMSHAFT POSITION SENSOR"", ""quantity"": 1.0, ""unit_price"": 64.16, ""total"": 4.79}, {""description"": ""CRANK SENSOR 1 6/2 0/2.2 16V/2 419545111 - CRANKSHAFT POSITION SENSOR"", ""quantity"": 1.0, ""unit_price"": 11.66, ""total"": 3.38}, {""description"": ""CRANKSHAFT SENSOR - PSA/FORD/V 419545250 - CRANKSHAFT POSITION SENSOR"", ""quantity"": 1.0, ""unit_price"": 31.66, ""total"": 5.34}, {""description"": ""CAMSHAFT SENSOR - CITROEN/PEUG 419545300 - CAMSHAFT POSITION SENSOR"", ""quantity"": 1.0, ""unit_price"": 20.82, ""total"": 5.63}, {""description"": ""CRANKSHAFT SENSOR - FORD PSA 419590480 - CRANKSHAFT POSITION SENSOR"", ""quantity"": 1.0, ""unit_price"": 29.16, ""total"": 10.53}, {""description"": ""RPM SENSOR, NISSAN 350 Z 02- 419700280 - CAMSHAFT POSITION SENSOR"", ""quantity"": 1.0, ""unit_price"": 47.49, ""total"": 10.59}, {""description"": ""CRANKSHAFT SENSOR 419720078 - CRANKSHAFT POSITION SENSOR"", ""quantity"": 1.0, ""unit_price"": 54.99, ""total"": 5.06}, {""description"": ""CRANKSHAFT SENSOR-VM 419720670 - CRANKSHAFT POSITION SENSOR"", ""quantity"": 1.0, ""unit_price"": 38.32, ""total"": 3.79}]"
14086776,error,Could not download PDF from URL for 28072018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14326371,success,NA,SL05325727INV,NA,342.38,57.06,GBP,2018-11-28,2018-12-31,NA,NORTHGATE Vehicle Hire,"[{""description"": ""VOLKSWAGEN - CADDY C20 DIESEL - 2.0 TDI BlueMotion Tech 102PS Startline Van"", ""quantity"": 28.0, ""unit_price"": 10.19, ""total"": 285.32}]"
20145713,success,NA,301489347,26516,8.92,1.49,GBP,2021-10-06,NA,150,Ferdinand Bilstein UK Limited,"[{""description"": ""Air Filter"", ""quantity"": 1.0, ""unit_price"": 7.43, ""total"": 7.43}]"
14941563,error,Could not download PDF from URL for 01042020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13627166,success,NA,IV159607,PK168176,6325.98,1054.33,GBP,2020-06-04,2020-09-02,NA,UNITRUCK LTD,"[{""description"": ""SOCKET & BULB MERCEDES SPRINTER"", ""quantity"": 291.0, ""unit_price"": 1.35, ""total"": 392.85}, {""description"": ""MIRROR NON HTD MERC SPRINTER RHD R/H"", ""quantity"": 53.0, ""unit_price"": 41.85, ""total"": 2218.05}, {""description"": ""MIRROR ELECTRIC MERC SPRINTER RHD L/H"", ""quantity"": 7.0, ""unit_price"": 50.85, ""total"": 355.95}, {""description"": ""MIRROR ELECTRIC MERC SPRINTER RHD R/H"", ""quantity"": 8.0, ""unit_price"": 50.85, ""total"": 406.8}, {""description"": ""MERCEDES SPRINTER LONG ARM MIRROR W/ O IN"", ""quantity"": 6.0, ""unit_price"": 46.5, ""total"": 279.0}, {""description"": ""MERCEDES SPRINTER LONG ARM MIRROR W/ O IN"", ""quantity"": 2.0, ""unit_price"": 56.5, ""total"": 113.0}, {""description"": ""MIRROR NON HTD MERC SPRINTER RHD L/H"", ""quantity"": 20.0, ""unit_price"": 22.0, ""total"": 440.0}, {""description"": ""MIRROR NON HTD MERC SPRINTER RHD R/H"", ""quantity"": 11.0, ""unit_price"": 22.0, ""total"": 242.0}, {""description"": ""MIRROR NON HTD VAUX VIVARA L/H"", ""quantity"": 16.0, ""unit_price"": 16.2, ""total"": 259.2}, {""description"": ""LENS FOR SPRINTER/CRAFTER/LT MAIN 236 X"", ""quantity"": 51.0, ""unit_price"": 4.05, ""total"": 206.55}, {""description"": ""LENS FOR SPRINTER/CRAFTER/LT MAIN 236 X"", ""quantity"": 40.0, ""unit_price"": 4.05, ""total"": 162.0}, {""description"": ""LENS PRIMASTAR/VIVARO/TRAFIC MAIN 185 X"", ""quantity"": 157.0, ""unit_price"": 1.25, ""total"": 196.25}]"
20823831,error,Could not download PDF from URL for 04122023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13670999,error,Could not download PDF from URL for 02112017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14486098,success,NA,I0203301,230728,575.82,95.97,GBP,2019-04-18,2019-05-25,NA,IMPEX PARTS LTD,"[{""description"": ""336720420"", ""quantity"": 3.0, ""unit_price"": 159.95, ""total"": 479.85}]"
13935044,error,Could not download PDF from URL for 04052018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20137179,error,Could not download PDF from URL for 28092021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14173716,error,Could not download PDF from URL for 20092018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13958274,success,NA,IV054033,19348,78.0,13.0,GBP,2018-05-18,NA,30,CPS DRIVELINK LTD,"[{""description"": ""DCA3880 CALIPER: PROTON GEN-2 REAR RH"", ""quantity"": 1.0, ""unit_price"": 65.0, ""total"": 65.0}]"
20039393,error,Could not download PDF from URL for 09062021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14079137,success,NA,0078641970,212418,3169.8,528.3,GBP,2018-07-24,2018-09-30,NA,MANN+HUMMEL (UK) LTD.,"[{""description"": ""C 20 106"", ""quantity"": 495.0, ""unit_price"": 3.92, ""total"": 1940.4}, {""description"": ""C 27 013"", ""quantity"": 95.0, ""unit_price"": 7.38, ""total"": 701.1}]"
14224480,success,NA,13186433,NA,30.0,5.0,GBP,2018-10-11,NA,NA,Sturgess Land Rover,"[{""description"": ""NEXT postage 10/10"", ""quantity"": 5.0, ""unit_price"": 5.0, ""total"": 25.0}]"
21259774,error,Could not download PDF from URL for 27032025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20876267,success,NA,0032174,NA,319.45,53.24,GBP,2024-02-03,2024-03-04,30,FullForce Logistics Ltd,"[{""description"": ""PATRICK ROXBURGH ENFIELD DOCK 9A WATERWAYS BUS NAVIGATION DRIVE ENFIELD GREATER LONDON EN3 6JJ"", ""quantity"": 117.0, ""unit_price"": 0.38, ""total"": 44.48}, {""description"": ""NATHAN CREWE 29 DACRE ROAD EASTBOURNE EAST SUSSEX BN20 8LX"", ""quantity"": 19.0, ""unit_price"": 2.44, ""total"": 46.38}, {""description"": ""DAN CROSS 177 SWANWICK LANE SWANWICK SOUTHAMPTON HAMPSHIRE SO31 7GY"", ""quantity"": 34.0, ""unit_price"": 1.24, ""total"": 42.31}, {""description"": ""BORDER HOLDINGS THE GROVE THE GROVE CRAVEN ARMS SHROPSHIRE SY7 8DA"", ""quantity"": 72.0, ""unit_price"": 0.67, ""total"": 47.93}, {""description"": ""PF JONES EDGE GREEN ROAD ASHTON IN MAKERFIELD WIGAN LANCASHIRE WN4 8YA"", ""quantity"": 88.0, ""unit_price"": 0.41, ""total"": 36.34}, {""description"": ""PF JONES EDGE GREEN ROAD ASHTON IN MAKERFIELD WIGAN LANCASHIRE WN4 8YA"", ""quantity"": 129.0, ""unit_price"": 0.28, ""total"": 36.34}]"
13668947,error,Could not download PDF from URL for 24101701A8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21212019,success,NA,0000257937,0000260544,413.81,68.97,GBP,2025-02-03,2025-04-04,60,Solventis Solutions Ltd,"[{""description"": ""MISWA ARTIC SCREENWASH -20\u00b0C 205LTR"", ""quantity"": 4.0, ""unit_price"": 86.21, ""total"": 344.84}]"
20549877,error,Could not download PDF from URL for 19012023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14777322,success,NA,335921,202733,39.36,0.0,GBP,2019-12-11,NA,30,AMERICAN TORCH TIP ATTC,"[{""description"": ""Customer received 8 extra pcs 60-0182 Nozzle 130A MS"", ""quantity"": 8.0, ""unit_price"": 4.92, ""total"": 39.36}]"
21286959,error,Could not download PDF from URL for 29042025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20128075,success,NA,UKF056932,SOUK032666,1468.0,0.0,GBP,2021-09-16,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""Engine bareOpel Corsa D/Meriva B/Astra J 1.3 CA13DTC/A13DTE/A13DTR/A13FD/Z13DTE / 199A9000/ (F13D"", ""quantity"": 1.0, ""unit_price"": 868.0, ""total"": 868.0}, {""description"": ""DEPOSIT"", ""quantity"": 1.0, ""unit_price"": 600.0, ""total"": 600.0}, {""description"": ""Deliver To:Royal Mail Fleet MaintenanceFaverdale WestDarlingtonDL3 0QGTel: 01325 361211"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
13970933,error,Could not download PDF from URL for 26052018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14854523,error,Could not download PDF from URL for 22012020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20375283,error,Could not download PDF from URL for 21062022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14492270,success,NA,SI000896541,NA,114.58,19.1,GBP,2019-04-25,2019-06-30,60,Jack Sealey Ltd,"[{""description"": ""Diesel & Petrol Fuel Pump Priming Tool"", ""quantity"": 1.0, ""unit_price"": 7.67, ""total"": 7.67}, {""description"": ""Flexible LED Inspection Torch"", ""quantity"": 1.0, ""unit_price"": 20.68, ""total"": 20.68}, {""description"": ""Flat Bungee Cord Set 2pc 910mm"", ""quantity"": 1.0, ""unit_price"": 4.48, ""total"": 4.48}, {""description"": ""Panel Bag Set 4pc"", ""quantity"": 1.0, ""unit_price"": 31.98, ""total"": 31.98}, {""description"": ""Foldable Mechanic's Work Mat"", ""quantity"": 1.0, ""unit_price"": 17.97, ""total"": 17.97}, {""description"": ""Digital Tyre Tread Depth Gauge"", ""quantity"": 1.0, ""unit_price"": 8.75, ""total"": 8.75}]"
14129735,error,Could not download PDF from URL for 23082018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14747790,success,NA,607838,22930,249.86,40.81,GBP,2019-10-21,2019-11-20,30,Tomo Parts Ltd,"[{""description"": ""POST&PACKING 00"", ""quantity"": 1.0, ""unit_price"": 5.0, ""total"": 5.0}, {""description"": ""HOUSING JQ"", ""quantity"": 1.0, ""unit_price"": 189.05, ""total"": 189.05}, {""description"": ""SURCHARGE 2207539"", ""quantity"": 1.0, ""unit_price"": 15.0, ""total"": 15.0}]"
20387469,success,NA,22021517709,1-52783496082,1194.0,199.0,GBP,2022-06-30,2022-07-30,30,Automatic Data Processing Limited,"[{""description"": ""Euro Car Parts Salaried Freedom Consultancy fee-SR 1-52783496082"", ""quantity"": 1.0, ""unit_price"": 995.0, ""total"": 995.0}]"
